image,count
frames/seq_000703.jpg,33
frames/seq_000704.jpg,35
frames/seq_000705.jpg,33
frames/seq_000706.jpg,32
frames/seq_000707.jpg,36
frames/seq_000708.jpg,42
frames/seq_000709.jpg,47
frames/seq_000710.jpg,42
frames/seq_000711.jpg,41
frames/seq_000712.jpg,40
frames/seq_000713.jpg,39
frames/seq_000714.jpg,41
frames/seq_000715.jpg,45
frames/seq_000716.jpg,42
frames/seq_000717.jpg,39
frames/seq_000718.jpg,40
frames/seq_000719.jpg,43
frames/seq_000720.jpg,49
frames/seq_000721.jpg,47
frames/seq_000722.jpg,47
frames/seq_000723.jpg,50
frames/seq_000724.jpg,48
frames/seq_000725.jpg,46
frames/seq_000726.jpg,48
frames/seq_000727.jpg,47
frames/seq_000728.jpg,46
frames/seq_000729.jpg,47
frames/seq_000730.jpg,43
frames/seq_000731.jpg,42
frames/seq_000732.jpg,42
frames/seq_000733.jpg,38
frames/seq_000734.jpg,33
frames/seq_000735.jpg,33
frames/seq_000736.jpg,33
frames/seq_000737.jpg,34
frames/seq_000738.jpg,36
frames/seq_000739.jpg,32
frames/seq_000740.jpg,33
frames/seq_000741.jpg,40
frames/seq_000742.jpg,35
frames/seq_000743.jpg,35
frames/seq_000744.jpg,34
frames/seq_000745.jpg,32
frames/seq_000746.jpg,33
frames/seq_000747.jpg,34
frames/seq_000748.jpg,34
frames/seq_000749.jpg,31
frames/seq_000750.jpg,35
frames/seq_000751.jpg,36
frames/seq_000752.jpg,41
frames/seq_000753.jpg,43
frames/seq_000754.jpg,39
frames/seq_000755.jpg,43
frames/seq_000756.jpg,45
frames/seq_000757.jpg,46
frames/seq_000758.jpg,48
frames/seq_000759.jpg,43
frames/seq_000760.jpg,43
frames/seq_000761.jpg,45
frames/seq_000762.jpg,48
frames/seq_000763.jpg,49
frames/seq_000764.jpg,49
frames/seq_000765.jpg,50
frames/seq_000766.jpg,46
frames/seq_000767.jpg,47
frames/seq_000768.jpg,49
frames/seq_000769.jpg,42
frames/seq_000770.jpg,35
frames/seq_000771.jpg,33
frames/seq_000772.jpg,32
frames/seq_000773.jpg,31
frames/seq_000774.jpg,34
frames/seq_000775.jpg,34
frames/seq_000776.jpg,37
frames/seq_000777.jpg,37
frames/seq_000778.jpg,31
frames/seq_000779.jpg,33
frames/seq_000780.jpg,29
frames/seq_000781.jpg,29
frames/seq_000782.jpg,27
frames/seq_000783.jpg,28
frames/seq_000784.jpg,28
frames/seq_000785.jpg,28
frames/seq_000786.jpg,27
frames/seq_000787.jpg,28
frames/seq_000788.jpg,27
frames/seq_000789.jpg,29
frames/seq_000790.jpg,29
frames/seq_000791.jpg,30
frames/seq_000792.jpg,32
frames/seq_000793.jpg,31
frames/seq_000794.jpg,30
frames/seq_000795.jpg,28
frames/seq_000796.jpg,28
frames/seq_000797.jpg,27
frames/seq_000798.jpg,26
frames/seq_000799.jpg,28
frames/seq_000800.jpg,33
frames/seq_000801.jpg,34
frames/seq_000802.jpg,34
frames/seq_000803.jpg,29
frames/seq_000804.jpg,30
frames/seq_000805.jpg,33
frames/seq_000806.jpg,30
frames/seq_000807.jpg,27
frames/seq_000808.jpg,26
frames/seq_000809.jpg,28
frames/seq_000810.jpg,26
frames/seq_000811.jpg,26
frames/seq_000812.jpg,27
frames/seq_000813.jpg,28
frames/seq_000814.jpg,30
frames/seq_000815.jpg,30
frames/seq_000816.jpg,26
frames/seq_000817.jpg,29
frames/seq_000818.jpg,26
frames/seq_000819.jpg,27
frames/seq_000820.jpg,33
frames/seq_000821.jpg,37
frames/seq_000822.jpg,34
frames/seq_000823.jpg,36
frames/seq_000824.jpg,34
frames/seq_000825.jpg,33
frames/seq_000826.jpg,32
frames/seq_000827.jpg,32
frames/seq_000828.jpg,33
frames/seq_000829.jpg,31
frames/seq_000830.jpg,33
frames/seq_000831.jpg,34
frames/seq_000832.jpg,35
frames/seq_000833.jpg,32
frames/seq_000834.jpg,28
frames/seq_000835.jpg,22
frames/seq_000836.jpg,25
frames/seq_000837.jpg,26
frames/seq_000838.jpg,32
frames/seq_000839.jpg,32
frames/seq_000840.jpg,31
frames/seq_000841.jpg,32
frames/seq_000842.jpg,32
frames/seq_000843.jpg,27
frames/seq_000844.jpg,27
frames/seq_000845.jpg,25
frames/seq_000846.jpg,23
frames/seq_000847.jpg,21
frames/seq_000848.jpg,23
frames/seq_000849.jpg,23
frames/seq_000850.jpg,25
frames/seq_000851.jpg,24
frames/seq_000852.jpg,24
frames/seq_000853.jpg,24
frames/seq_000854.jpg,21
frames/seq_000855.jpg,22
frames/seq_000856.jpg,22
frames/seq_000857.jpg,21
frames/seq_000858.jpg,23
frames/seq_000859.jpg,25
frames/seq_000860.jpg,23
frames/seq_000861.jpg,23
frames/seq_000862.jpg,25
frames/seq_000863.jpg,25
frames/seq_000864.jpg,24
frames/seq_000865.jpg,21
frames/seq_000866.jpg,21
frames/seq_000867.jpg,22
frames/seq_000868.jpg,22
frames/seq_000869.jpg,23
frames/seq_000870.jpg,23
frames/seq_000871.jpg,23
frames/seq_000872.jpg,27
frames/seq_000873.jpg,29
frames/seq_000874.jpg,27
frames/seq_000875.jpg,28
frames/seq_000876.jpg,28
frames/seq_000877.jpg,30
frames/seq_000878.jpg,31
frames/seq_000879.jpg,28
frames/seq_000880.jpg,32
frames/seq_000881.jpg,29
frames/seq_000882.jpg,28
frames/seq_000883.jpg,28
frames/seq_000884.jpg,24
frames/seq_000885.jpg,25
frames/seq_000886.jpg,25
frames/seq_000887.jpg,22
frames/seq_000888.jpg,22
frames/seq_000889.jpg,22
frames/seq_000890.jpg,23
frames/seq_000891.jpg,25
frames/seq_000892.jpg,27
frames/seq_000893.jpg,30
frames/seq_000894.jpg,29
frames/seq_000895.jpg,32
frames/seq_000896.jpg,36
frames/seq_000897.jpg,40
frames/seq_000898.jpg,41
frames/seq_000899.jpg,42
frames/seq_000900.jpg,41
frames/seq_000901.jpg,45
frames/seq_000902.jpg,46
frames/seq_000903.jpg,45
frames/seq_000904.jpg,45
frames/seq_000905.jpg,43
frames/seq_000906.jpg,42
frames/seq_000907.jpg,41
frames/seq_000908.jpg,41
frames/seq_000909.jpg,42
frames/seq_000910.jpg,41
frames/seq_000911.jpg,42
frames/seq_000912.jpg,42
frames/seq_000913.jpg,42
frames/seq_000914.jpg,41
frames/seq_000915.jpg,36
frames/seq_000916.jpg,32
frames/seq_000917.jpg,31
frames/seq_000918.jpg,35
frames/seq_000919.jpg,38
frames/seq_000920.jpg,35
frames/seq_000921.jpg,32
frames/seq_000922.jpg,34
frames/seq_000923.jpg,38
frames/seq_000924.jpg,40
frames/seq_000925.jpg,40
frames/seq_000926.jpg,40
frames/seq_000927.jpg,43
frames/seq_000928.jpg,38
frames/seq_000929.jpg,42
frames/seq_000930.jpg,42
frames/seq_000931.jpg,36
frames/seq_000932.jpg,33
